,restaurant_name,address,category,location,price_level_G,curbside_pickup,delivery,dine_in,takeout,types,top_5_reviews,restaurant_type_x,avg_price_x,comments_x,url_x,delivery_fee_x,restaurant_type_y,url_y,restaurant_subtype,comments_y,avg_price_y,total_rating,avg_rating,avg_delivery_time
10,Rally's,11749 Frankstown Rd,fast food,"(40.4680138, -79.8254178)",1.0,,True,True,True,"['restaurant', 'food', 'point_of_interest', 'establishment']","[""So, I am giving this location a three out of five. Although the customer service voice through the drive-thru was helpful and courteous, it was the end result that made a mess in my car. So I ordered a five piece chicken nugget with medium buffalo sauce, small french fries and small drink. The man gave me my drink and I place it in my cup holder. A moment later he handed me a bag with the food and repeated my order which I was happy to hear about, I knew it was going to be accurate.\n\nI shut the bag on the seat beside me and was driving home for lunch, it's not that far away from the store. So I pull in the driveway I reach over to grab the bag and the bottom of the bag partially opened up pouring all sorts of sauce on my car seat I moved the bag over to my floor mat and it opened up and spilled everything out. There was a lot of buffalo sauce that poured out on the seat and on the floor, I am not sure if the Nugget box was put in on its side and everything spilled out, or what happened, all I know is that it made a mess and it was not edible at that point.\n\nSomebody suggestion to anyone that comes into this place in orders the chicken nuggets with a sauce, check the bag before you pull out so that you don't have a mess on your hands when you get home or to your office.\n\nAs for the quality of the food, other locations offer good food and goods customer service. I'll go here again and see what happens so that I can report with food quality and taste."", 'Food was hot and fresh typical American fast food. My reasoning for 5 stars is who ever you have working at the drive thru.. He is amazing. He made me laugh hysterically we could not hold it together ordering he was that funny! The entertainment alone is worth a visit!', ""The greatest place for BURGERS....\nPrices and staff excellent...\nHighly recommend you try.....\nQuality and quantity are excellent...\nThis place beats WENDY'S, MCDONALD'S and BURGER KING any day...\nFood made fresh to order...    They use top high end quality items...    You never go away hungry because you want to stay and eat more😁😁😁..\nA must try is the STRAWBERRY SWIRL\n(no wonder I am a diabetic 😂😂😂)"", 'Highest level of fast food. Bathroom clean. Owner nice, employees nice. Food delicious, then icing on the cake everyone smiled. Great vibes all around. Nothing was even missing from my order… ✔️✔️✔️✔️', 'I just came threw the drive thru and the ignorant person who works in said drive threw has the absolute worst attitude. I asked what topping come on a sandwich and this person breathed like she was irritated that I asked and said lettuce lettuce lettuce lettuce cheese and bacon real smart like. I just left because she seems like the type to spit in your food.']",,,,,,,,,,,647,3.9,0.0
11,Chick-fil-a,461 Clairton Blvd,fast food,"(40.3350468, -79.9464387)",1.0,True,True,True,True,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Love this place! They have recently renovated it and added an additional lane. The staff is friendly. Can get a bit busy especially during the evening hours. They do however get you in and out pretty fast. I took my dog there and they offered him a cup of cool whip which I thought was awesome! Of course they asked me first. Highly recommend this place.', 'Very personalized. I have yet to drive through anywhere else that is more intimate. They collect name and vehicle type to make sure you get your order. The chicken was hot and moist, seasoned with a hint of BBQ. It was  delightful! I was skeptical at first because the lines always seemed daunting, but it was absolutely worth the extra minute or two! I will be returning here for many more of the genuine ""happy"" mealtimes.', 'I ordered two large fries today, really not happy about this. Maybe it’s me, but I thought they should be fuller right? The sauces were stuffed into one of the fries also and took up a lot of space. I also was not even offered a receipt. I didn’t know I had to request one. Usually Chick Fil A is awesome but not today.', ""Don't expect an online order to keep you from waiting. Ordered through the CFA app so I wouldn't have to wait in the insane lines I always see here, and it didn't save me any time. I still spent about 25 minutes standing around.\n\nCFA queues their online orders based on your device location, so they don't add your order to the system at the restaurant till you're there or close. Show up during a busy time? You'll wait as long as somebody who orders on the spot. I don't plan on returning, the wait just isn't worth it."", 'The fried chicken sandwich was great but the cottage fries were barely warm and floppy.  I like my fries crispy.  Wish they had different fries.']",,,,,,,,,,,2496,4.5,0.0
12,Chick-fil-a,480 E Waterfront Dr,fast food,"(40.41270919999999, -79.9078818)",1.0,True,True,True,True,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Little tiny pieces of fries made up my whole portion. I got more chick Fil a sauce than fries. And the tiny crumbles in bottom of fry bag.', 'Really efficient system going on here. They have fast drive thrus and it’s faster than their walk-in orders.\n\nTheir crispy chicken here is always crispy on the outside, soft and moist In the inside. I enjoy their deluxe version since it has veggies.', 'Quick service, as per usual for Chick-Fil-A  food was prepared perfect, and they double checked order b4 handed over to make sure all sauces were there! Great customer service polite. Will definitely order again soon', ""This ratchet place should be ashamed of itself. How in the world the place is getting five stars, when they can't complete the order you ask for and plus their lines are long. They would get your order confused with another customer. They gave me a plain chicken with nothing on it and some fries and a cookie. The chocolate milk shake taste like it had some kind of cleaning product in it. This wanna be sonics."", 'I don’t liked so I waiting 30 minutes and shop don’t make my order. I coming 8:26 pm right now 9:15 don’t close']",,,,,,,,,,,2162,4.5,0.0
13,Wendy's,2410 W Liberty Ave,fast food,"(40.4002491, -80.0241029)",1.0,False,True,True,True,"['restaurant', 'food', 'point_of_interest', 'establishment']","[""Wow.. best fast food experience I've ever had. Came around midnight on the Fourth of July so it was quite busy, but they did an amazing job. You could hear the kindness in the employees voices and they really were some of the nicest people I've ever met. My food was prepared with care, beautiful presentation. If fast food was this good all the time I'd be 1000 pounds."", 'Every time I go here the line takes too long, I always see the manager doing anything but his job that’s probably why the employees feel comfortable hanging out in the lobby on their phones instead of doing their jobs and are honestly rude if there’s anything wrong at all, they’re out of cheese sauce every single time like they don’t reorder it or like they haven’t adjusted and ordered more because they’re running out faster. Most of the time the burgers are undercooked or burnt. I’ve never been to this location before five but I highly suggest whoever owns this location to clean house with their late night crew because I’m not the only person leaving one stars and complaining about them. Seriously do better.', 'Most of the reviews are on point with this location. It clearly lacks good management. Hit drive through three days ago on Friday evening around 11pm. 8 cars in drive through. Orders were being filled slowly but consistently. I was shocked to count 8 people working inside and the lobby was closed so they were all there to handle drive through. Sadly, I pulled away prior to checking my order bags. They forgot a large fry for my chicken sandwich combo and once I got home, none of the sandwiches had the standard toppings on them. So either they were out of toppings and failed to say so, or the cook/prep line didn’t care and wrapped them up as is. Started eating two ten piece nuggets as soon as I pulled out. They were almost cold and a bit tough. Not sure how they could have been sitting so long with a slammed drive though.\nI’ve never hit this location during the day so maybe it’s a better crew. Definitely need to check your bag prior to pulling away from window.', ""I stop at this location often. I recently have encountered some rude employees. Though I can't fault them, fast food must be rough. Overall, I recommend this location. Great food 99% of the time. Fast service. Please give napkins with the order though. Lately they have forgotten."", 'There was 10 employees outside smoking and no one manning the drive through. Went past it twice, finally asked one of the 10 employees outside as they were clearly just smoking if they were closed at 1:20am they said ya just closed. Your website states 2am. Maybe we should utilize the ten employees to work or put a sign up at the drive through stating closed instead of all employees standing outside smoking. So ya not impressed.']",,,,,,,,,,,1225,3.2,0.0
14,Five Guys,5207 Liberty Ave,fast food,"(40.457362, -79.9407164)",2.0,,True,True,True,"['restaurant', 'food', 'point_of_interest', 'establishment']","[""I frequent this five guys pretty often, and felt compelled to leave a positive review today because it's always a great experience with the staff, but today, in particular I could tell that they were very overwhelmed by orders. Orders. That place my order online like I typically do and when I came to pick it up I realized that not only did they have a line for people who would coming in to order. But they also had a line for people who were picking up for online orders and service orders. I think anyone in this situation would be very irritable and overwhelmed, but the staff was working very diligently to fulfill every order in a timely manner and they were apologizing for the wait which wasn't even that long. I think just watching their work ethic really made me appreciate the effort they were putting in to making sure that we got good service and good food. I hope whoever owns this location recognizes the good staff that they have on board. Thank you very much!"", 'We went in 10 minutes before closing. The cashier was super helpful and patient.  She had a smile on her face the whole time whilst helping me. The young mad bagging my order was also very friendly and smiley.', ""Soft drink machine and Cajun fries are amazing. Burgers are honestly meh and the prices aren't fantastic, either. I had a bacon cheeseburger with the works. It was decent, but nothing to write home about. Both BRGR and Burgatory wipe the floor with these. But I loved the fries (much better than those other joints) and the soft drink machine is one of those hundreds-of-combination dispensers like at the theaters. So I probably won't be back for the burger alone, but who knows."", 'Exactly what you would expect out of a five guys. It does feel like it gets less crowded since it’s a newer location. I’d recommend checking their hours online since they seem to change them often.', ""If you order online, make sure you tell them when you arrive! They want your fries and milkshakes to be fresh so they won't be ready when you get there.""]",,,,,,,,,,,318,4.2,0.0
15,Arby's,808 Liberty Ave,fast food,"(40.4426084, -79.9987221)",1.0,,False,True,True,"['restaurant', 'food', 'point_of_interest', 'establishment']","['Clean and a very friendly staff. Quick service. Would recommend someone to try. Dine in is okay but can improve. Tried a smaller pack because it was my first time. But I would definitely go again.', ""There was a bunch of arguing between employees. Food wasn't hot and I even had to wait for food because they said they were making it hot. Which was a bold face lie."", 'This is a good fast food establishment.  They do a good job with hiring conscientious workers. Knowing how hard it is to get good help, I appreciate the job they do.  Food is consistent too.', ""Staff is doing great, particularly the guy cleaning tables, floor etc. Haven't seen fast food working this good in a long time!"", 'The staff is great and the food is what you expect. The place is even clean which is a rarity for downtown fast food']",Fast Food,5.212535211267602,{},https://www.ubereats.com/store/arbys-808-liberty-ave/Lq8sEYLdTkSoCp5sYJUMLw,,,,,,,973,4.0,0.0
16,Flavors Famous Street Food,3231 Brighton Rd,fast food,"(40.4758776, -80.0315512)",2.0,False,True,True,True,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","[""Best fried whole wings I've had in a long time! Everything was made to order and fresh! The fries were hot and the wings were perfectly fried. Crispy and well done! I was very satisfied and can't wait to try out other menu items. 4 whole wings and fried and a can of soda was only $11. So VERY reasonably priced. And the owner was SO pleasant and personable! Wonderful experience as a walk in customer! Highly recommend 👌🏾 Can't wait until the 2nd location opens!!"", 'Great comfort food with huge portions. The people working there are really friendly and the service was quick. Will definitely come back.', 'I was absolutely blown away by the beyond burger! It’s hard to find vegan and vegetarian food, but Flavors went out of their way to provide for those of us who don’t eat meat. It was honestly one of the best vegetarian burgers I’ve ever had, and they can make it vegan! The owner is so friendly, and I really enjoyed my experience! Can’t wait to go back.', 'I can not say enough good things about this place. Recently moved to Pittsburgh and have been trying as many new food spots as possible. Started to get discouraged due to lack of taste and quality. Until this place. Everything was fresh, crisp, flavorful, hot, and tasty. The amount of options you have to pick from is amazing as well. Literally the BEST place in probably all of Pennsylvania. We will be regulars from now on. Thank you!', 'WOW! What you see is NOT always what you get. When you look at this cute little shop you would never imagine huge amount of options and huge amount of customer service that you get as a customer. I could not be more excited to have this food option in my neighborhood. No matter if you’re looking for a Greek, American, or just some good old fashion southern soul food, they have it all! Don’t feel like cooking, why cook when you have daily specials that will leave your mouthwatering for more. This is definitely a place to check out, and if you are looking for a larger service check out their catering options!']",,,,,,,,,,,299,4.5,0.0
17,Arby's,450 Clairton Blvd,fast food,"(40.3347304, -79.9472267)",1.0,,False,True,True,"['restaurant', 'food', 'point_of_interest', 'establishment']","['This is how fast food should be.  The restaurant is clean and the decor is nice.  The staff is friendly and patient.  They cleaned each table after the person left.  I did not think fast food still had this kind of service.', ""I don't have a problem with service or generally food. But yesterday I tried the wagyu beef burger and sad to say it was cold and not slightly pink in the middle. I'm sure this was sitting in a tray somewhere just waiting for an unsuspecting customer to come in. I won't be buying this here anymore. I'd rather wait and get a fresh burger than a cold one."", 'The gyro is very good. The new fish combo was ok too. The batter on the fish is light and not too greasy. The restaurant was very clean with good, comfortable,  modern seating. We were very happy with their sweet tea and unsweetened tea options and this made our visit even more enjoyable. The kids got board games as their kids meal toy which was very nice for the family.', 'Customer service at the drive thru was terrible. Lady working was miserable.\nSoda was flat, fries cold and hard, chicken sandwich was ICE COLD, not cooked correctly.\nThrew entire order away. Waste of 10 dollars. Will not be back.', ""The quality of my four roast beef sandwiches were excellent....There was enough meat on them along with a freshly toasted bun...usually it's the opposite way....Thankyou sandwich maker...""]",,,,,,,,,,,621,4.3,0.0
18,Chick-fil-a,600 Forbes Ave,fast food,"(40.43659100000001, -79.99061619999999)",1.0,False,False,False,False,"['restaurant', 'food', 'point_of_interest', 'establishment']","[""Always pleasant staff, always great food - we go all the time and we've never had anything less than a great experience  there 😊"", ""It's Chick-fil-A.... Not much more to say other than thank you for consistent food service and speed while always being the nicest staff around."", 'Of course I love this place! How could you not? They do have grilled chicken so gluten-free is an option, which is key for me! So friendly,  so yummy!', ""The cookie and cream milkshake literally changed my life...simply delicious. Friendly staff as well. I had a chicken wrap with the avocado ranch and it was really tasty. I'm definitely going back for more."", 'Not happy with service.  Can’t scan to get reward points asked for 5 sauces only got two.  Frys were cold and soggy.  Worse chick fil a ever.']",,,,,,,,,,,66,3.9,0.0
19,Wendy's,4001 Butler St,fast food,"(40.469128, -79.96232359999999)",1.0,False,True,True,True,"['restaurant', 'food', 'point_of_interest', 'establishment']","['I have gone to this Wendy’s multiple times and have been nothing but disappointed most of the time. Each time I go I either A don’t receive what I order, or B get treated with the most horrible customer service I’ve ever experienced in my life. And then when I go up to the window I get told that I am holding up the line because my order was wrong. Definitely wouldn’t recommend going. I wish I could’ve gotten that horrible worker‘s name', ""This location is always understaffed, which makes the employees rude because they are burned out from ding double work. I go here as it's convenient, but it's always a task to get quick and reliable service. Management needs to hire more people for this location."", 'This is THE WORST fast food establishment I’ve ever been to. They repeatedly “close early” and pretend to be cleaning the area, when in reality, they just don’t want to work. I went at 11p when they were suppose to close at 1a and they were “mopping the floors” but wouldn’t answer us. Very disappointing. If they don’t want to actually work, another food establishment should take its place.', ""Something jus doesn't feel right. Feels like someone is playing with our food.  Super stale fries , no condiments, and to really make it weird we ordered dr pepper and sprite ,but they mixed our drinks with tea and  fruit punch.   Disgusting as hell. I know it's fast food, but don't do us like that ."", ""Ordered a breakfast croissant (sausage, egg and cheese) and received the biscuit version... with syrup or honey on it? Definitely not a fan, but had no time to go back and complain. F for effort, but my bad for not checking the order before I dashed off, so I'll split the difference in my rating.""]",,,,,,,,,,,1668,3.0,0.0
20,Burger King,121 Walmart Dr,fast food,"(40.3861762, -79.8218965)",1.0,True,True,True,False,"['restaurant', 'food', 'point_of_interest', 'establishment']","['TERRIBLE! TERRIBLE! HORRIBLE! When I gave my order at the speaker, the was no mention that they were out of nuggets. After waiting 15 minutes in line, because they have you trapped in where you can\'t pull out of line until you are almost to the window,  which, by that time after all that waiting,  you might as well stay, I get to the window,  they hand me my bag and it is the wrong order. I hand it back, they hand me another bag and surprise,  surprise,  WRONG ORDER. The next bag I was handed was the right order, but the nuggets weren\'t in there. I let the employee know that I was missing the nuggets. He turned and told the manager,  who was getting the orders, that the nuggets were missing.  She said,  and I quote,  ""I know. That\'s why I took them off the bill."" WELL WHEN WAS SHE HOING TO TELL ME? I was not offer an alternative or nothing.  And what was she going to do, wait until I got home to determine that I had no nuggets? Had I not checked my bag, I would have never known and she would have probably justified it by saying,  well you weren\'t charged for it anyway. To top it off, check out my order of fries. They really put me on a diet this day. I\'m reluctantly leaving one star\nI wish there was a zero star option.', 'I was working on a temporary assignment in North Versailles that required me to report for work at 7 am.  I stopped by this establishment since I had about an hour commute from my residence and it was the only place that was on the correct side of the road en route to my work location.  It took about five minutes for someone to come to the register.  Before COVID, I probably would have felt that warranted a more negative review.  However, I understand that the Great Resignation is making it harder to find and retain part time help, so I will not hold this against them.  Once the employee came to the register, he was very cordial and professional.  The food was satisfactory.\nI will probably return next time I am in the neighborhood and need a quick bite.', ""What a $hit-hole. Was charged for a cheeseburger and large fry that I did not receive. And of course they didn't give me a receipt either. Try explaining to your 2 year old that their food isn't here cuz people don't do their jobs correctly. And they had no barbecue sauce. That's what happens when your local BK is in the ghetto."", 'HORRIBLE! waited in line for 1/2 hour. Got to the speaker and I had a coupon which was  3 whoppers and 2 cheeseburgers. I told the lady my coupon. And told her no cheese on the burgers. We get to the window and find out she added cheese to all the burgers. When we tried to explain the correct order she got mad. The sandwich maker got mad. Obviously bc the order taker told them it was our fault and we ordered wrong. Considering whoppers come without cheese. So why would she add cheese. Told them to forget the order and we drove off to haymaker Burger King. I did not want someone that is mad and has an attitude make my food!!! I don’t trust what they’ll do to it after that. I should have known not to go when I seen the whole surrounding of the building and parking lot was filled with trash. A ridiculous amount of just garbage. Gross.', 'It took 45 minutes to get the food. When i got my ordes home. My double whopper had a hair in between the burgers. I litterally puked. They need to invest in hair nets. Talk about disgusted.  You have covid plus monkey pox circulating you would think hairnets would be mandatory.I tried to call the store , no response. Guess ill be calling cooperate tomorrow.']",,,,,,,,,,,1289,3.0,0.0
21,Mcdonald's,400 E Waterfront Dr,fast food,"(40.4121378, -79.9099902)",1.0,True,True,True,True,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","['Specifically asked for extra mayonnaise on my mc chicken and Mac sauce on my dbl cheese burger. Charged .50 each and guess what?! You guessed it…..Neither sandwich had either of them added. Not even busy either. Sad day.', 'Bad attitude, unhelpful. Placed a mobile order for takeout and arrived to find the lobby closed. Already paid in app, no way to cancel. Forced to wait in long, slow drive-thru line - nearly 30 minutes. Would have just cancelled and left if it was possible. Employees don\'t understand and don\'t care. Then they handed us someone else\'s food without even checking. We had to look in the bag and say ""nope, this isn\'t ours"". This was also after they tried to give us someone else\'s drink. They don\'t even have a double drive-thru, literally one single line and they can\'t keep track.\n\nJust don\'t go here. It\'s a mistake every time. I don\'t think we\'ll ever choose to try again.', 'Literally the worst McDonald’s on the planet! Extremely bad attitudes and service. Never again. Did not receive my full order and they were arguing about charging me .39 cents for a nugget sauce they did not put in my kids happy meal. Go to Chick-fil-A where they value your business.', 'This has to be the worst McDonald’s I’ve ever been. Kid working on rude, suddenly comes another young girl from the back saying close the F* window up, it’s too cold in here, she looked at us and didn’t even care that had customers waiting in the window. Place seems to be filthy as you can see the window in the picture. Disgusting to say the least.', 'Ghetto is a understatement!! Regardless this is McDonald’s or not we are still spending money and doing business with these people. Majority of us spend between 30-40 $ dollars in these establishments and they still treat you like they don’t want your business.. I mean cmon these individualsdont even make that in a hour or even 2 hours on the clock but acting like my money ain’t good enough. These people lack basic human manners. Can’t even say thank you  or your welcome they just slam that window and give your dirty looks. Honestly this is at majority of all McDonald’s and as a society we have to do better and not let things like this continue to acceptable and normal!']",,,,,,,,,,,1488,2.7,0.0
